"county","collection_dt","ALL PCR tests performed","Running total of all PCR tests","All PCR positive tests","Running total of all PCR tests","7 day percent positive","14 day percent positive"
"Bibb","2020-05-04","158","3620","32","499","12.2","12.7"
"Bibb","2020-05-05","109","3729","6","505","9.1","12.4"
"Bibb","2020-05-06","152","3881","7","512","9","12.6"
"Bibb","2020-05-07","161","4042","6","518","7.9","11.4"
"Bibb","2020-05-08","166","4208","7","525","7.5","10.8"
"Bibb","2020-05-09","69","4277","5","530","6.8","10.5"
"Bibb","2020-05-10","45","4322","6","536","8.4","10.9"
"Bibb","2020-05-11","128","4450","4","540","6","9.1"
"Bibb","2020-05-12","140","4590","6","546","5.8","7.5"
"Bibb","2020-05-13","142","4732","11","557","6.2","7.6"
"Bibb","2020-05-14","219","4951","16","573","6.8","7.3"
"Bibb","2020-05-15","145","5096","8","581","6.9","7.2"
"Bibb","2020-05-16","81","5177","4","585","6.6","6.7"
"Bibb","2020-05-17","41","5218","2","587","5.4","6.9"
"Bibb","2020-05-18","122","5340","9","596","6","6"
"Bibb","2020-05-19","187","5527","7","603","5.9","5.9"
"Bibb","2020-05-20","225","5752","11","614","5.5","5.9"
"Bibb","2020-05-21","113","5865","8","622","5.5","6.1"
"Bibb","2020-05-22","194","6059","6","628","5.1","6"
"Bibb","2020-05-23","61","6120","3","631","5.1","5.9"
"Bibb","2020-05-24","41","6161","4","635","5.8","5.6"
"Bibb","2020-05-25","35","6196","3","638","6","6"
"Bibb","2020-05-26","145","6341","8","646","6.3","6.1"
"Bibb","2020-05-27","104","6445","10","656","6.9","6.2"
"Bibb","2020-05-28","172","6617","12","668","6.9","6.2"
"Bibb","2020-05-29","106","6723","6","674","7.3","6.2"
"Bibb","2020-05-30","86","6809","6","680","7.6","6.4"
"Bibb","2020-05-31","55","6864","5","685","7.5","6.7"
"Bibb","2020-06-01","186","7050","15","700","7.4","6.7"
"Bibb","2020-06-02","191","7241","14","714","7.7","7"
"Bibb","2020-06-03","210","7451","13","727","7.2","7.1"
"Bibb","2020-06-04","197","7648","8","735","6.8","6.8"
"Bibb","2020-06-05","193","7841","11","746","6.8","7"
"Bibb","2020-06-06","60","7901","7","753","7.4","7.5"
"Bibb","2020-06-07","37","7938","7","760","8.8","8.2"
"Bibb","2020-06-08","215","8153","13","773","8.6","8"
"Bibb","2020-06-09","194","8347","4","777","7.8","7.7"
"Bibb","2020-06-10","170","8517","11","788","7.8","7.5"
"Bibb","2020-06-11","218","8735","9","797","7.9","7.3"
"Bibb","2020-06-12","160","8895","8","805","7.8","7.3"
"Bibb","2020-06-13","71","8966","6","811","7.3","7.4"
"Bibb","2020-06-14","39","9005","6","817","6.8","7.8"
"Bibb","2020-06-15","229","9234","23","840","7.4","8"
"Bibb","2020-06-16","184","9418","14","854","8.2","8"
"Bibb","2020-06-17","240","9658","22","876","8.5","8.2"
"Bibb","2020-06-18","242","9900","19","895","9.1","8.5"
"Bibb","2020-06-19","338","10238","19","914","9.2","8.5"
"Bibb","2020-06-20","144","10382","23","937","10.2","8.8"
"Bibb","2020-06-21","144","10526","13","950","9.3","8.1"
"Bibb","2020-06-22","364","10890","53","1003","10","8.7"
"Bibb","2020-06-23","285","11175","49","1052","11.3","9.7"
"Bibb","2020-06-24","326","11501","58","1110","12.6","10.6"
"Bibb","2020-06-25","465","11966","90","1200","14.2","11.6"
"Bibb","2020-06-26","416","12382","73","1273","15.9","12.5"
"Bibb","2020-06-27","307","12689","78","1351","17.3","13.8"
"Bibb","2020-06-28","161","12850","60","1411","21.3","15.3"
"Bibb","2020-06-29","495","13345","130","1541","23","16.5"
"Bibb","2020-06-30","550","13895","112","1653","23.4","17.4"
"Bibb","2020-07-01","690","14585","123","1776","23.4","18"
"Bibb","2020-07-02","647","15232","112","1888","23.1","18.7"
"Bibb","2020-07-03","287","15519","90","1978","25.1","20.5"
"Bibb","2020-07-04","133","15652","57","2035","27.6","22.4"
"Bibb","2020-07-05","179","15831","71","2106","27.9","24.6"
"Bibb","2020-07-06","525","16356","137","2243","27.9","25.5"
"Bibb","2020-07-07","678","17034","168","2411","28.6","26"
"Bibb","2020-07-08","624","17658","155","2566","29.6","26.5"
"Bibb","2020-07-09","721","18379","171","2737","30.5","26.8"
"Bibb","2020-07-10","705","19084","144","2881","28.9","27"
"Bibb","2020-07-11","345","19429","69","2950","25.6","26.6"
"Bibb","2020-07-12","196","19625","66","3016","24.8","26.4"
"Bibb","2020-07-13","604","20229","146","3162","24.5","26.2"
"Bibb","2020-07-14","555","20784","124","3286","24.2","26.4"
"Bibb","2020-07-15","620","21404","131","3417","23.6","26.6"
"Bibb","2020-07-16","580","21984","127","3544","23.4","26.9"
"Bibb","2020-07-17","646","22630","149","3693","23.8","26.3"
"Bibb","2020-07-18","277","22907","83","3776","25.2","25.4"
"Bibb","2020-07-19","255","23162","81","3857","24.9","24.8"
"Bibb","2020-07-20","618","23780","132","3989","24.5","24.5"
"Bibb","2020-07-21","540","24320","112","4101","24.3","24.2"
"Bibb","2020-07-22","558","24878","113","4214","24.1","23.9"
"Bibb","2020-07-23","576","25454","112","4326","23.8","23.6"
"Bibb","2020-07-24","663","26117","136","4462","23.4","23.6"
"Bibb","2020-07-25","234","26351","47","4509","22","23.6"
"Bibb","2020-07-26","151","26502","62","4571","23.4","24.1"
"Bibb","2020-07-27","686","27188","132","4703","23","23.8"
"Bibb","2020-07-28","585","27773","132","4835","23.3","23.8"
"Bibb","2020-07-29","498","28271","97","4932","23.2","23.7"
"Bibb","2020-07-30","706","28977","109","5041","22.6","23.2"
"Bibb","2020-07-31","502","29479","101","5142","22.6","23"
"Bibb","2020-08-01","289","29768","78","5220","23.6","22.8"
"Bibb","2020-08-02","173","29941","40","5260","21","22.2"
"Bibb","2020-08-03","574","30515","93","5353","20.6","21.8"
"Bibb","2020-08-04","442","30957","78","5431","19.9","21.6"
"Bibb","2020-08-05","485","31442","98","5529","20","21.6"
"Bibb","2020-08-06","474","31916","98","5627","20.7","21.7"
"Bibb","2020-08-07","574","32490","94","5721","20.2","21.4"
"Bibb","2020-08-08","249","32739","45","5766","18.9","21.2"
"Bibb","2020-08-09","147","32886","35","5801","19","20"
"Bibb","2020-08-10","401","33287","84","5885","19.7","20.1"
"Bibb","2020-08-11","380","33667","59","5944","19.4","19.6"
"Bibb","2020-08-12","405","34072","67","6011","18.9","19.4"
"Bibb","2020-08-13","444","34516","76","6087","18.3","19.5"
"Bibb","2020-08-14","401","34917","70","6157","18.5","19.3"
"Bibb","2020-08-15","228","35145","76","6233","20.7","19.8"
"Bibb","2020-08-16","321","35466","54","6287","19.7","19.3"
"Bibb","2020-08-17","303","35769","41","6328","18.6","19.1"
"Bibb","2020-08-18","399","36168","64","6392","18.7","19"
"Bibb","2020-08-19","367","36535","57","6449","18.5","18.7"
"Bibb","2020-08-20","287","36822","31","6480","17.6","18"
"Bibb","2020-08-21","529","37351","51","6531","16.5","17.5"
"Bibb","2020-08-22","198","37549","21","6552","13.3","17"
"Bibb","2020-08-23","181","37730","20","6572","12.5","16.1"
"Bibb","2020-08-24","352","38082","43","6615","12.3","15.4"
"Bibb","2020-08-25","364","38446","39","6654","11.5","15.1"
"Bibb","2020-08-26","408","38854","37","6691","10.6","14.6"
"Bibb","2020-08-27","296","39150","33","6724","10.6","14.1"
"Bibb","2020-08-28","330","39480","35","6759","10.8","13.7"
"Bibb","2020-08-29","124","39604","16","6775","11.1","12.2"
"Bibb","2020-08-30","130","39734","24","6799","12.2","12.3"
"Bibb","2020-08-31","396","40130","38","6837","11.8","12"
"Bibb","2020-09-01","294","40424","35","6872","12","11.7"
"Bibb","2020-09-02","322","40746","28","6900","11.9","11.2"
"Bibb","2020-09-03","279","41025","30","6930","11.8","11.2"
"Bibb","2020-09-04","272","41297","18","6948","11.3","11"
"Bibb","2020-09-05","161","41458","14","6962","10.7","10.9"
"Bibb","2020-09-06","78","41536","10","6972","9.9","11"
"Bibb","2020-09-07","85","41621","18","6990","11.5","11.7"
"Bibb","2020-09-08","312","41933","28","7018","11.1","11.5"
"Bibb","2020-09-09","397","42330","29","7047","10.9","11.4"
"Bibb","2020-09-10","275","42605","28","7075","10.8","11.3"
"Bibb","2020-09-11","226","42831","20","7095","11.1","11.2"
"Bibb","2020-09-12","124","42955","11","7106","11.2","10.9"
"Bibb","2020-09-13","76","43031","19","7125","12.9","11.4"
"Bibb","2020-09-14","251","43282","29","7154","11.5","11.5"
"Bibb","2020-09-15","241","43523","30","7184","12","11.6"
"Bibb","2020-09-16","278","43801","18","7202","11.9","11.4"
"Bibb","2020-09-17","222","44023","14","7216","11.4","11.1"
"Bibb","2020-09-18","270","44293","14","7230","10.8","11"
"Bibb","2020-09-19","129","44422","7","7237","10.3","10.8"
"Bibb","2020-09-20","95","44517","12","7249","8.6","10.7"
"Bibb","2020-09-21","269","44786","13","7262","7.6","9.6"
"Bibb","2020-09-22","264","45050","13","7275","6.5","9.3"
"Bibb","2020-09-23","194","45244","15","7290","6.7","9.3"
"Bibb","2020-09-24","170","45414","17","7307","7.2","9.3"
"Bibb","2020-09-25","251","45665","19","7326","7.6","9.2"
"Bibb","2020-09-26","76","45741","3","7329","7.4","8.9"
"Bibb","2020-09-27","85","45826","7","7336","6.7","7.7"
"Bibb","2020-09-28","270","46096","22","7358","7.2","7.4"
"Bibb","2020-09-29","232","46328","10","7368","7.1","6.8"
"Bibb","2020-09-30","242","46570","19","7387","7.2","6.9"
"Bibb","2020-10-01","218","46788","11","7398","6.4","6.8"
"Bibb","2020-10-02","253","47041","29","7427","7","7.3"
"Bibb","2020-10-03","103","47144","9","7436","7.7","7.5"
"Bibb","2020-10-04","107","47251","16","7452","8.6","7.7"
"Bibb","2020-10-05","332","47583","37","7489","9.1","8.1"
"Bibb","2020-10-06","346","47929","28","7517","9.6","8.4"
"Bibb","2020-10-07","244","48173","13","7530","9.3","8.2"
"Bibb","2020-10-08","70","48243","2","7532","8.9","7.7"
"Bibb","2020-10-09","0","48243","0","7532","7.3","7.2"
"Bibb","2020-10-10","0","48243","0","7532","6.1","6.9"
"Bleckley","2020-02-01","0","0","0","0",".","."
"Bleckley","2020-02-02","0","0","0","0",".","."
"Bleckley","2020-02-03","0","0","0","0",".","."
"Bleckley","2020-02-04","0","0","0","0",".","."
"Bleckley","2020-02-05","0","0","0","0",".","."
"Bleckley","2020-02-06","0","0","0","0",".","."
"Bleckley","2020-02-07","0","0","0","0","0","."
"Bleckley","2020-02-08","0","0","0","0","0","."
"Bleckley","2020-02-09","0","0","0","0","0","."
"Bleckley","2020-02-10","0","0","0","0","0","."
"Bleckley","2020-02-11","0","0","0","0","0","."
"Bleckley","2020-02-12","0","0","0","0","0","."
"Bleckley","2020-02-13","0","0","0","0","0","."
"Bleckley","2020-02-14","0","0","0","0","0","0"
"Bleckley","2020-02-15","0","0","0","0","0","0"
"Bleckley","2020-02-16","0","0","0","0","0","0"
"Bleckley","2020-02-17","0","0","0","0","0","0"
"Bleckley","2020-02-18","0","0","0","0","0","0"
"Bleckley","2020-02-19","0","0","0","0","0","0"
"Bleckley","2020-02-20","0","0","0","0","0","0"
"Bleckley","2020-02-21","0","0","0","0","0","0"
"Bleckley","2020-02-22","0","0","0","0","0","0"
"Bleckley","2020-02-23","0","0","0","0","0","0"
"Bleckley","2020-02-24","0","0","0","0","0","0"
"Bleckley","2020-02-25","0","0","0","0","0","0"
"Bleckley","2020-02-26","0","0","0","0","0","0"
"Bleckley","2020-02-27","0","0","0","0","0","0"
"Bleckley","2020-02-28","0","0","0","0","0","0"
"Bleckley","2020-02-29","0","0","0","0","0","0"
"Bleckley","2020-03-01","0","0","0","0","0","0"
"Bleckley","2020-03-02","0","0","0","0","0","0"
"Bleckley","2020-03-03","0","0","0","0","0","0"
"Bleckley","2020-03-04","0","0","0","0","0","0"
"Bleckley","2020-03-05","0","0","0","0","0","0"
"Bleckley","2020-03-06","0","0","0","0","0","0"
"Bleckley","2020-03-07","0","0","0","0","0","0"
"Bleckley","2020-03-08","0","0","0","0","0","0"
"Bleckley","2020-03-09","0","0","0","0","0","0"
"Bleckley","2020-03-10","0","0","0","0","0","0"
"Bleckley","2020-03-11","0","0","0","0","0","0"
"Bleckley","2020-03-12","1","1","0","0","0","0"
"Bleckley","2020-03-13","0","1","0","0","0","0"
"Bleckley","2020-03-14","0","1","0","0","0","0"
"Bleckley","2020-03-15","0","1","0","0","0","0"
"Bleckley","2020-03-16","1","2","0","0","0","0"
"Bleckley","2020-03-17","1","3","0","0","0","0"
"Bleckley","2020-03-18","2","5","0","0","0","0"
"Bleckley","2020-03-19","5","10","0","0","0","0"
"Bleckley","2020-03-20","3","13","0","0","0","0"
"Bleckley","2020-03-21","0","13","0","0","0","0"
"Bleckley","2020-03-22","0","13","0","0","0","0"
"Bleckley","2020-03-23","4","17","0","0","0","0"
"Bleckley","2020-03-24","3","20","0","0","0","0"
"Bleckley","2020-03-25","2","22","0","0","0","0"
"Bleckley","2020-03-26","5","27","1","1","2.9","1.4"
"Bleckley","2020-03-27","1","28","0","1","2.9","1.4"
"Bleckley","2020-03-28","0","28","0","1","2.9","1.4"
"Bleckley","2020-03-29","0","28","0","1","2.9","1.4"
"Bleckley","2020-03-30","3","31","0","1","2.9","1.4"
"Bleckley","2020-03-31","6","37","0","1","2.9","1.4"
"Bleckley","2020-04-01","1","38","0","1","2.9","1.4"
"Bleckley","2020-04-02","2","40","0","1","0","1.4"
"Bleckley","2020-04-03","2","42","0","1","0","1.4"
"Bleckley","2020-04-04","1","43","0","1","0","1.4"
"Bleckley","2020-04-05","2","45","0","1","0","1.4"
"Bleckley","2020-04-06","1","46","0","1","0","1.4"
"Bleckley","2020-04-07","0","46","0","1","0","1.4"
"Bleckley","2020-04-08","0","46","0","1","0","1.4"
"Bleckley","2020-04-09","3","49","0","1","0","0"
"Bleckley","2020-04-10","2","51","0","1","0","0"
"Bleckley","2020-04-11","0","51","0","1","0","0"
"Bleckley","2020-04-12","1","52","0","1","0","0"
"Bleckley","2020-04-13","2","54","1","2","7.1","3.6"
"Bleckley","2020-04-14","0","54","0","2","7.1","3.6"
"Bleckley","2020-04-15","3","57","1","3","11.9","6"
"Bleckley","2020-04-16","0","57","0","3","11.9","6"
"Bleckley","2020-04-17","1","58","0","3","11.9","6"
"Bleckley","2020-04-18","1","59","0","3","11.9","6"
"Bleckley","2020-04-19","1","60","0","3","11.9","6"
"Bleckley","2020-04-20","2","62","0","3","4.8","6"
"Bleckley","2020-04-21","10","72","4","7","10.5","8.8"
"Bleckley","2020-04-22","3","75","1","8","10.5","11.2"
"Bleckley","2020-04-23","2","77","0","8","10.5","11.2"
"Bleckley","2020-04-24","11","88","2","10","13.1","12.5"
"Bleckley","2020-04-25","0","88","0","10","13.1","12.5"
"Bleckley","2020-04-26","1","89","0","10","13.1","12.5"
"Bleckley","2020-04-27","5","94","3","13","21.6","13.2"
"Bleckley","2020-04-28","5","99","1","14","18.8","14.6"
"Bleckley","2020-04-29","8","107","1","15","15.8","13.1"
"Bleckley","2020-04-30","1","108","0","15","15.8","13.1"
"Bleckley","2020-05-01","3","111","1","16","18","15.5"
"Bleckley","2020-05-02","1","112","1","17","32.3","22.7"
"Bleckley","2020-05-03","5","117","0","17","32.3","22.7"
"Bleckley","2020-05-04","1","118","0","17","23.7","22.7"
"Bleckley","2020-05-05","4","122","1","18","24.4","21.6"
"Bleckley","2020-05-06","0","122","0","18","22.6","19.2"
"Bleckley","2020-05-07","0","122","0","18","22.6","19.2"
"Bleckley","2020-05-08","20","142","0","18","17.9","17.9"
"Bleckley","2020-05-09","3","145","0","18","3.6","17.9"
"Bleckley","2020-05-10","0","145","0","18","3.6","17.9"
"Bleckley","2020-05-11","26","171","0","18","3.6","13.6"
"Bleckley","2020-05-12","1","172","0","18","0","12.2"
"Bleckley","2020-05-13","1","173","0","18","0","11.3"
"Bleckley","2020-05-14","2","175","0","18","0","11.3"
"Bleckley","2020-05-15","2","177","0","18","0","8.9"
"Bleckley","2020-05-16","2","179","1","19","7.1","5.4"
"Bleckley","2020-05-17","2","181","1","20","14.3","8.9"
"Bleckley","2020-05-18","3","184","1","21","19","11.3"
"Bleckley","2020-05-19","2","186","0","21","19","9.5"
"Bleckley","2020-05-20","23","209","1","22","19.7","9.8"
"Bleckley","2020-05-21","4","213","0","22","19.7","9.8"
"Bleckley","2020-05-22","5","218","1","23","22.5","11.3"
"Bleckley","2020-05-23","6","224","3","26","22.5","14.8"
"Bleckley","2020-05-24","1","225","1","27","29.7","22"
"Bleckley","2020-05-25","3","228","0","27","24.9","22"
"Bleckley","2020-05-26","4","232","0","27","24.9","22"
"Bleckley","2020-05-27","6","238","1","28","26.7","23.2"
"Bleckley","2020-05-28","7","245","0","28","26.7","23.2"
"Bleckley","2020-05-29","5","250","0","28","23.8","23.2"
"Bleckley","2020-05-30","3","253","1","29","21.4","22"
"Bleckley","2020-05-31","1","254","0","29","7.1","18.4"
"Bleckley","2020-06-01","11","265","1","30","8.4","16.7"
"Bleckley","2020-06-02","11","276","2","32","11","18"
"Bleckley","2020-06-03","4","280","0","32","8.7","17.7"
"Bleckley","2020-06-04","19","299","2","34","10.2","18.4"
"Bleckley","2020-06-05","13","312","1","35","11.3","17.5"
"Bleckley","2020-06-06","5","317","0","35","6.5","14"
"Bleckley","2020-06-07","2","319","1","36","13.6","10.4"
"Bleckley","2020-06-08","10","329","1","37","13.8","11.1"
"Bleckley","2020-06-09","7","336","2","39","15.3","13.1"
"Bleckley","2020-06-10","7","343","0","39","15.3","12"
"Bleckley","2020-06-11","6","349","1","40","16.1","13.1"
"Bleckley","2020-06-12","8","357","1","41","16.8","14"
"Bleckley","2020-06-13","4","361","0","41","16.8","11.7"
"Bleckley","2020-06-14","2","363","1","42","16.8","15.2"
"Bleckley","2020-06-15","5","368","2","44","21.1","17.4"
"Bleckley","2020-06-16","4","372","0","44","17","16.1"
"Bleckley","2020-06-17","10","382","3","47","21.3","18.3"
"Bleckley","2020-06-18","2","384","0","47","18.9","17.5"
"Bleckley","2020-06-19","10","394","1","48","18.6","17.7"
"Bleckley","2020-06-20","1","395","0","48","18.6","17.7"
"Bleckley","2020-06-21","4","399","3","51","22.1","19.5"
"Bleckley","2020-06-22","7","406","0","51","16.4","18.8"
"Bleckley","2020-06-23","4","410","2","53","23.6","20.3"
"Bleckley","2020-06-24","9","419","0","53","19.3","20.3"
"Bleckley","2020-06-25","4","423","1","54","22.9","20.9"
"Bleckley","2020-06-26","1","424","0","54","21.4","20"
"Bleckley","2020-06-27","4","428","2","56","28.6","23.6"
"Bleckley","2020-06-28","1","429","0","56","17.9","20"
"Bleckley","2020-06-29","5","434","3","59","26.4","21.4"
"Bleckley","2020-06-30","12","446","2","61","21.7","22.6"
"Bleckley","2020-07-01","12","458","2","63","24","21.7"
"Bleckley","2020-07-02","6","464","1","64","22.9","22.9"
"Bleckley","2020-07-03","3","467","0","64","22.9","22.1"
"Bleckley","2020-07-04","2","469","2","66","30","29.3"
"Bleckley","2020-07-05","0","469","0","66","30","23.9"
"Bleckley","2020-07-06","13","482","2","68","23.6","25"
"Bleckley","2020-07-07","3","485","0","68","21.2","21.5"
"Bleckley","2020-07-08","9","494","0","68","18.9","21.5"
"Bleckley","2020-07-09","15","509","0","68","16.5","19.7"
"Bleckley","2020-07-10","101","610","5","73","17.2","20"
"Bleckley","2020-07-11","0","610","0","73","2.9","16.5"
"Bleckley","2020-07-12","2","612","1","74","10","20"
"Bleckley","2020-07-13","6","618","0","74","7.9","15.7"
"Bleckley","2020-07-14","5","623","0","74","7.9","14.5"
"Bleckley","2020-07-15","1","624","0","74","7.9","13.4"
"Bleckley","2020-07-16","4","628","0","74","7.9","12.2"
"Bleckley","2020-07-17","6","634","1","75","9.5","13.4"
"Bleckley","2020-07-18","1","635","0","75","9.5","6.2"
"Bleckley","2020-07-19","0","635","0","75","2.4","6.2"
"Bleckley","2020-07-20","11","646","0","75","2.4","5.1"
"Bleckley","2020-07-21","7","653","2","77","6.5","7.2"
"Bleckley","2020-07-22","1","654","0","77","6.5","7.2"
"Bleckley","2020-07-23","4","658","1","78","10","8.9"
"Bleckley","2020-07-24","9","667","0","78","7.7","8.6"
"Bleckley","2020-07-25","3","670","1","79","12.4","11"
"Bleckley","2020-07-26","2","672","0","79","12.4","7.4"
"Bleckley","2020-07-27","7","679","1","80","14.5","8.4"
"Bleckley","2020-07-28","3","682","1","81","15.1","10.8"
"Bleckley","2020-07-29","6","688","2","83","19.9","13.2"
"Bleckley","2020-07-30","5","693","0","83","16.3","13.2"
"Bleckley","2020-07-31","11","704","4","87","21.5","14.6"
"Bleckley","2020-08-01","0","704","0","87","16.8","14.6"
"Bleckley","2020-08-02","0","704","0","87","16.8","14.6"
"Bleckley","2020-08-03","7","711","1","88","16.8","15.6"
"Bleckley","2020-08-04","23","734","12","100","19.5","17.3"
"Bleckley","2020-08-05","25","759","12","112","21.5","20.7"
"Bleckley","2020-08-06","14","773","3","115","24.6","20.5"
"Bleckley","2020-08-07","14","787","6","121","25.5","23.5"
"Bleckley","2020-08-08","1","788","1","122","39.8","28.3"
"Bleckley","2020-08-09","1","789","0","122","39.8","28.3"
"Bleckley","2020-08-10","4","793","3","125","48.5","32.6"
"Bleckley","2020-08-11","8","801","1","126","42.8","31.1"
"Bleckley","2020-08-12","7","808","5","131","46.2","33.9"
"Bleckley","2020-08-13","10","818","3","134","47.4","36"
"Bleckley","2020-08-14","4","822","1","135","44.8","35.2"
"Bleckley","2020-08-15","6","828","0","135","30.6","35.2"
"Bleckley","2020-08-16","2","830","1","136","37.7","38.8"
"Bleckley","2020-08-17","10","840","0","136","27","37.7"
"Bleckley","2020-08-18","7","847","1","137","27.2","35"
"Bleckley","2020-08-19","6","853","1","138","19.4","32.8"
"Bleckley","2020-08-20","25","878","10","148","20.9","34.1"
"Bleckley","2020-08-21","5","883","0","148","17.3","31.1"
"Bleckley","2020-08-22","3","886","1","149","22","26.3"
"Bleckley","2020-08-23","2","888","0","149","14.9","26.3"
"Bleckley","2020-08-24","11","899","1","150","16.2","21.6"
"Bleckley","2020-08-25","8","907","0","150","14.2","20.7"
"Bleckley","2020-08-26","2","909","1","151","18.9","19.2"
"Bleckley","2020-08-27","5","914","0","151","13.2","17"
"Bleckley","2020-08-28","8","922","1","152","15","16.1"
"Bleckley","2020-08-29","2","924","0","152","10.2","16.1"
"Bleckley","2020-08-30","1","925","0","152","10.2","12.6"
"Bleckley","2020-08-31","9","934","0","152","8.9","12.6"
"Bleckley","2020-09-01","5","939","1","153","11.8","13"
"Bleckley","2020-09-02","135","1074","24","177","7.2","13.1"
"Bleckley","2020-09-03","6","1080","1","178","9.6","11.4"
"Bleckley","2020-09-04","3","1083","0","178","7.8","11.4"
"Bleckley","2020-09-05","5","1088","0","178","7.8","9"
"Bleckley","2020-09-06","2","1090","0","178","7.8","9"
"Bleckley","2020-09-07","2","1092","1","179","14.9","11.9"
"Bleckley","2020-09-08","9","1101","0","179","12.1","11.9"
"Bleckley","2020-09-09","95","1196","10","189","11","9.1"
"Bleckley","2020-09-10","4","1200","0","189","8.6","9.1"
"Bleckley","2020-09-11","3","1203","0","189","8.6","8.2"
"Bleckley","2020-09-12","1","1204","0","189","8.6","8.2"
"Bleckley","2020-09-13","0","1204","0","189","8.6","8.2"
"Bleckley","2020-09-14","7","1211","0","189","1.5","8.2"
"Bleckley","2020-09-15","7","1218","0","189","1.5","6.8"
"Bleckley","2020-09-16","2","1220","1","190","7.1","9.1"
"Bleckley","2020-09-17","5","1225","1","191","10","9.3"
"Bleckley","2020-09-18","11","1236","0","191","10","9.3"
"Bleckley","2020-09-19","3","1239","0","191","10","9.3"
"Bleckley","2020-09-20","1","1240","1","192","24.3","16.5"
"Bleckley","2020-09-21","5","1245","1","193","27.1","14.3"
"Bleckley","2020-09-22","21","1266","2","195","28.5","15"
"Bleckley","2020-09-23","79","1345","4","199","22.1","14.6"
"Bleckley","2020-09-24","4","1349","0","199","19.2","14.6"
"Bleckley","2020-09-25","12","1361","0","199","19.2","14.6"
"Bleckley","2020-09-26","2","1363","0","199","19.2","14.6"
"Bleckley","2020-09-27","1","1364","1","200","19.2","21.8"
"Bleckley","2020-09-28","6","1370","0","200","16.4","21.8"
"Bleckley","2020-09-29","6","1376","0","200","15","21.8"
"Bleckley","2020-09-30","64","1440","6","206","15.6","18.9"
"Bleckley","2020-10-01","8","1448","0","206","15.6","17.4"
"Bleckley","2020-10-02","6","1454","0","206","15.6","17.4"
"Bleckley","2020-10-03","6","1460","0","206","15.6","17.4"
"Bleckley","2020-10-04","3","1463","1","207","6.1","12.7"
"Bleckley","2020-10-05","7","1470","0","207","6.1","11.2"
"Bleckley","2020-10-06","10","1480","0","207","6.1","10.6"
"Bleckley","2020-10-07","91","1571","11","218","6.5","11.1"
"Bleckley","2020-10-08","3","1574","0","218","6.5","11.1"
"Bleckley","2020-10-09","0","1574","0","218","6.5","11.1"
"Bleckley","2020-10-10","0","1574","0","218","6.5","11.1"
"Brantley","2020-02-01","0","0","0","0",".","."
"Brantley","2020-02-02","0","0","0","0",".","."
"Brantley","2020-02-03","0","0","0","0",".","."
"Brantley","2020-02-04","0","0","0","0",".","."
"Brantley","2020-02-05","0","0","0","0",".","."
"Brantley","2020-02-06","0","0","0","0",".","."
"Brantley","2020-02-07","0","0","0","0","0","."
"Brantley","2020-02-08","0","0","0","0","0","."
"Brantley","2020-02-09","0","0","0","0","0","."
"Brantley","2020-02-10","0","0","0","0","0","."
"Brantley","2020-02-11","0","0","0","0","0","."
"Brantley","2020-02-12","0","0","0","0","0","."
"Brantley","2020-02-13","0","0","0","0","0","."
"Brantley","2020-02-14","0","0","0","0","0","0"
"Brantley","2020-02-15","0","0","0","0","0","0"
"Brantley","2020-02-16","0","0","0","0","0","0"
"Brantley","2020-02-17","0","0","0","0","0","0"
"Brantley","2020-02-18","0","0","0","0","0","0"
"Brantley","2020-02-19","0","0","0","0","0","0"
"Brantley","2020-02-20","0","0","0","0","0","0"
"Brantley","2020-02-21","0","0","0","0","0","0"
"Brantley","2020-02-22","0","0","0","0","0","0"
"Brantley","2020-02-23","0","0","0","0","0","0"
"Brantley","2020-02-24","0","0","0","0","0","0"
"Brantley","2020-02-25","0","0","0","0","0","0"
"Brantley","2020-02-26","0","0","0","0","0","0"
"Brantley","2020-02-27","0","0","0","0","0","0"
"Brantley","2020-02-28","0","0","0","0","0","0"
"Brantley","2020-02-29","0","0","0","0","0","0"
"Brantley","2020-03-01","0","0","0","0","0","0"
"Brantley","2020-03-02","0","0","0","0","0","0"
"Brantley","2020-03-03","0","0","0","0","0","0"
"Brantley","2020-03-04","0","0","0","0","0","0"
"Brantley","2020-03-05","0","0","0","0","0","0"
"Brantley","2020-03-06","0","0","0","0","0","0"
"Brantley","2020-03-07","0","0","0","0","0","0"
"Brantley","2020-03-08","0","0","0","0","0","0"
"Brantley","2020-03-09","0","0","0","0","0","0"
"Brantley","2020-03-10","0","0","0","0","0","0"
"Brantley","2020-03-11","0","0","0","0","0","0"
"Brantley","2020-03-12","2","2","0","0","0","0"
"Brantley","2020-03-13","0","2","0","0","0","0"
"Brantley","2020-03-14","0","2","0","0","0","0"
"Brantley","2020-03-15","1","3","0","0","0","0"
"Brantley","2020-03-16","1","4","0","0","0","0"
"Brantley","2020-03-17","1","5","0","0","0","0"
"Brantley","2020-03-18","9","14","0","0","0","0"
"Brantley","2020-03-19","6","20","0","0","0","0"
"Brantley","2020-03-20","6","26","0","0","0","0"
"Brantley","2020-03-21","0","26","0","0","0","0"
"Brantley","2020-03-22","4","30","0","0","0","0"
"Brantley","2020-03-23","4","34","0","0","0","0"
"Brantley","2020-03-24","11","45","0","0","0","0"
"Brantley","2020-03-25","3","48","0","0","0","0"
