"province","date_recovered","recovered","cumulative_recovered"
"Nunavut",2020-09-11,0,0
"Nunavut",2020-09-12,0,0
"Nunavut",2020-09-13,0,0
"Nunavut",2020-09-14,0,0
"Nunavut",2020-09-15,0,0
"Nunavut",2020-09-16,0,0
"Nunavut",2020-09-17,0,0
"Nunavut",2020-09-18,0,0
"Nunavut",2020-09-19,0,0
"Nunavut",2020-09-20,0,0
"Nunavut",2020-09-21,0,0
"Nunavut",2020-09-22,0,0
"Nunavut",2020-09-23,0,0
"Nunavut",2020-09-24,0,0
"Nunavut",2020-09-25,0,0
"Nunavut",2020-09-26,0,0
"Nunavut",2020-09-27,0,0
"Nunavut",2020-09-28,0,0
"Nunavut",2020-09-29,0,0
"Nunavut",2020-09-30,0,0
"Nunavut",2020-10-01,0,0
"Nunavut",2020-10-02,0,0
"Nunavut",2020-10-03,0,0
"Nunavut",2020-10-04,0,0
"Nunavut",2020-10-05,0,0
"Nunavut",2020-10-06,0,0
"Nunavut",2020-10-07,0,0
"Nunavut",2020-10-08,0,0
"Nunavut",2020-10-09,0,0
"Nunavut",2020-10-10,0,0
"Nunavut",2020-10-11,0,0
"Nunavut",2020-10-12,0,0
"Nunavut",2020-10-13,0,0
"Nunavut",2020-10-14,0,0
"Nunavut",2020-10-15,0,0
"Nunavut",2020-10-16,0,0
"Nunavut",2020-10-17,0,0
"Nunavut",2020-10-18,0,0
"Nunavut",2020-10-19,0,0
"Nunavut",2020-10-20,0,0
"Nunavut",2020-10-21,0,0
"Nunavut",2020-10-22,0,0
"Nunavut",2020-10-23,0,0
"Nunavut",2020-10-24,0,0
"Nunavut",2020-10-25,0,0
"Nunavut",2020-10-26,0,0
"Nunavut",2020-10-27,0,0
"Nunavut",2020-10-28,0,0
"Nunavut",2020-10-29,0,0
"Nunavut",2020-10-30,0,0
"Nunavut",2020-10-31,0,0
"Nunavut",2020-11-01,0,0
"Nunavut",2020-11-02,0,0
"Nunavut",2020-11-03,0,0
"Nunavut",2020-11-04,0,0
"Nunavut",2020-11-05,0,0
"Nunavut",2020-11-06,0,0
"Nunavut",2020-11-07,0,0
"Nunavut",2020-11-08,0,0
"Nunavut",2020-11-09,0,0
"Nunavut",2020-11-10,0,0
"Nunavut",2020-11-11,0,0
"Nunavut",2020-11-12,0,0
"Nunavut",2020-11-13,0,0
"Nunavut",2020-11-14,0,0
"Nunavut",2020-11-15,0,0
"Nunavut",2020-11-16,0,0
"Nunavut",2020-11-17,0,0
"Nunavut",2020-11-18,0,0
"Nunavut",2020-11-19,0,0
"Nunavut",2020-11-20,0,0
"Nunavut",2020-11-21,2,2
"Nunavut",2020-11-22,0,2
"Nunavut",2020-11-23,0,2
"Nunavut",2020-11-24,0,2
"Nunavut",2020-11-25,0,2
"Nunavut",2020-11-26,3,5
"Nunavut",2020-11-27,3,8
"Nunavut",2020-11-28,25,33
"Nunavut",2020-11-29,32,65
"Nunavut",2020-11-30,8,73
"Nunavut",2020-12-01,16,89
"Nunavut",2020-12-02,24,113
"Nunavut",2020-12-03,10,123
"Nunavut",2020-12-04,32,155
"Nunavut",2020-12-05,3,158
"Nunavut",2020-12-06,7,165
"Nunavut",2020-12-07,3,168
"Nunavut",2020-12-08,8,176
"Nunavut",2020-12-09,5,181
"Nunavut",2020-12-10,6,187
"Nunavut",2020-12-11,2,189
"Nunavut",2020-12-12,8,197
"Nunavut",2020-12-13,2,199
"Nunavut",2020-12-14,8,207
"Nunavut",2020-12-15,6,213
"Nunavut",2020-12-16,4,217
"Nunavut",2020-12-17,5,222
"Nunavut",2020-12-18,3,225
"Nunavut",2020-12-19,0,225
"Nunavut",2020-12-20,0,225
"Nunavut",2020-12-21,18,243
"Nunavut",2020-12-22,9,252
"Nunavut",2020-12-23,3,255
"Nunavut",2020-12-24,0,255
"Nunavut",2020-12-25,0,255
"Nunavut",2020-12-26,0,255
"Nunavut",2020-12-27,0,255
"Nunavut",2020-12-28,1,256
"Nunavut",2020-12-29,3,259
"Nunavut",2020-12-30,3,262
"Nunavut",2020-12-31,0,262
"Nunavut",2021-01-01,0,262
"Nunavut",2021-01-02,0,262
"Nunavut",2021-01-03,3,265
"Nunavut",2021-01-04,0,265
"Nunavut",2021-01-05,0,265
"Nunavut",2021-01-06,0,265
"Nunavut",2021-01-07,0,265
"Nunavut",2021-01-08,0,265
"Nunavut",2021-01-09,0,265
"Nunavut",2021-01-10,0,265
"Nunavut",2021-01-11,0,265
"Nunavut",2021-01-12,0,265
"Nunavut",2021-01-13,0,265
"Nunavut",2021-01-14,0,265
"Nunavut",2021-01-15,0,265
"Nunavut",2021-01-16,0,265
"Nunavut",2021-01-17,0,265
"Nunavut",2021-01-18,0,265
"Nunavut",2021-01-19,0,265
"Nunavut",2021-01-20,0,265
"Nunavut",2021-01-21,0,265
"Nunavut",2021-01-22,0,265
"Nunavut",2021-01-23,-1,264
"Nunavut",2021-01-24,0,264
"Nunavut",2021-01-25,0,264
"Nunavut",2021-01-26,0,264
"Nunavut",2021-01-27,0,264
"Nunavut",2021-01-28,0,264
"Nunavut",2021-01-29,0,264
"Nunavut",2021-01-30,1,265
"Nunavut",2021-01-31,1,266
"Nunavut",2021-02-01,0,266
"NWT",2020-02-12,0,0
"NWT",2020-02-13,0,0
"NWT",2020-02-14,0,0
"NWT",2020-02-15,0,0
"NWT",2020-02-16,0,0
"NWT",2020-02-17,0,0
"NWT",2020-02-18,0,0
"NWT",2020-02-19,0,0
"NWT",2020-02-20,0,0
"NWT",2020-02-21,0,0
"NWT",2020-02-22,0,0
"NWT",2020-02-23,0,0
"NWT",2020-02-24,0,0
"NWT",2020-02-25,0,0
"NWT",2020-02-26,0,0
"NWT",2020-02-27,0,0
"NWT",2020-02-28,0,0
"NWT",2020-02-29,0,0
"NWT",2020-03-01,0,0
"NWT",2020-03-02,0,0
"NWT",2020-03-03,0,0
"NWT",2020-03-04,0,0
"NWT",2020-03-05,0,0
"NWT",2020-03-06,0,0
"NWT",2020-03-07,0,0
"NWT",2020-03-08,0,0
"NWT",2020-03-09,0,0
"NWT",2020-03-10,0,0
"NWT",2020-03-11,0,0
"NWT",2020-03-12,0,0
"NWT",2020-03-13,0,0
"NWT",2020-03-14,0,0
"NWT",2020-03-15,0,0
"NWT",2020-03-16,0,0
"NWT",2020-03-17,0,0
"NWT",2020-03-18,0,0
"NWT",2020-03-19,0,0
"NWT",2020-03-20,0,0
"NWT",2020-03-21,0,0
"NWT",2020-03-22,0,0
"NWT",2020-03-23,0,0
"NWT",2020-03-24,0,0
"NWT",2020-03-25,0,0
"NWT",2020-03-26,0,0
"NWT",2020-03-27,0,0
"NWT",2020-03-28,0,0
"NWT",2020-03-29,0,0
"NWT",2020-03-30,0,0
"NWT",2020-03-31,0,0
"NWT",2020-04-01,0,0
"NWT",2020-04-02,0,0
"NWT",2020-04-03,1,1
"NWT",2020-04-04,0,1
"NWT",2020-04-05,0,1
"NWT",2020-04-06,0,1
"NWT",2020-04-07,0,1
"NWT",2020-04-08,0,1
"NWT",2020-04-09,0,1
"NWT",2020-04-10,0,1
"NWT",2020-04-11,0,1
"NWT",2020-04-12,0,1
"NWT",2020-04-13,1,2
"NWT",2020-04-14,0,2
"NWT",2020-04-15,0,2
"NWT",2020-04-16,0,2
"NWT",2020-04-17,1,3
"NWT",2020-04-18,0,3
"NWT",2020-04-19,0,3
"NWT",2020-04-20,2,5
"NWT",2020-04-21,0,5
"NWT",2020-04-22,0,5
"NWT",2020-04-23,0,5
"NWT",2020-04-24,0,5
"NWT",2020-04-25,0,5
"NWT",2020-04-26,0,5
"NWT",2020-04-27,0,5
"NWT",2020-04-28,0,5
"NWT",2020-04-29,0,5
"NWT",2020-04-30,0,5
"NWT",2020-05-01,0,5
"NWT",2020-05-02,0,5
"NWT",2020-05-03,0,5
"NWT",2020-05-04,0,5
"NWT",2020-05-05,0,5
"NWT",2020-05-06,0,5
"NWT",2020-05-07,0,5
"NWT",2020-05-08,0,5
"NWT",2020-05-09,0,5
"NWT",2020-05-10,0,5
"NWT",2020-05-11,0,5
"NWT",2020-05-12,0,5
"NWT",2020-05-13,0,5
"NWT",2020-05-14,0,5
"NWT",2020-05-15,0,5
"NWT",2020-05-16,0,5
"NWT",2020-05-17,0,5
"NWT",2020-05-18,0,5
"NWT",2020-05-19,0,5
"NWT",2020-05-20,0,5
"NWT",2020-05-21,0,5
"NWT",2020-05-22,0,5
"NWT",2020-05-23,0,5
"NWT",2020-05-24,0,5
"NWT",2020-05-25,0,5
"NWT",2020-05-26,0,5
"NWT",2020-05-27,0,5
"NWT",2020-05-28,0,5
"NWT",2020-05-29,0,5
"NWT",2020-05-30,0,5
"NWT",2020-05-31,0,5
"NWT",2020-06-01,0,5
"NWT",2020-06-02,0,5
"NWT",2020-06-03,0,5
"NWT",2020-06-04,0,5
"NWT",2020-06-05,0,5
"NWT",2020-06-06,0,5
"NWT",2020-06-07,0,5
"NWT",2020-06-08,0,5
"NWT",2020-06-09,0,5
"NWT",2020-06-10,0,5
"NWT",2020-06-11,0,5
"NWT",2020-06-12,0,5
"NWT",2020-06-13,0,5
"NWT",2020-06-14,0,5
"NWT",2020-06-15,0,5
"NWT",2020-06-16,0,5
"NWT",2020-06-17,0,5
"NWT",2020-06-18,0,5
"NWT",2020-06-19,0,5
"NWT",2020-06-20,0,5
"NWT",2020-06-21,0,5
"NWT",2020-06-22,0,5
"NWT",2020-06-23,0,5
"NWT",2020-06-24,0,5
"NWT",2020-06-25,0,5
"NWT",2020-06-26,0,5
"NWT",2020-06-27,0,5
"NWT",2020-06-28,0,5
"NWT",2020-06-29,0,5
"NWT",2020-06-30,0,5
"NWT",2020-07-01,0,5
"NWT",2020-07-02,0,5
"NWT",2020-07-03,0,5
"NWT",2020-07-04,0,5
"NWT",2020-07-05,0,5
"NWT",2020-07-06,0,5
"NWT",2020-07-07,0,5
"NWT",2020-07-08,0,5
"NWT",2020-07-09,0,5
"NWT",2020-07-10,0,5
"NWT",2020-07-11,0,5
"NWT",2020-07-12,0,5
"NWT",2020-07-13,0,5
"NWT",2020-07-14,0,5
"NWT",2020-07-15,0,5
"NWT",2020-07-16,0,5
"NWT",2020-07-17,0,5
"NWT",2020-07-18,0,5
"NWT",2020-07-19,0,5
"NWT",2020-07-20,0,5
"NWT",2020-07-21,0,5
"NWT",2020-07-22,0,5
"NWT",2020-07-23,0,5
"NWT",2020-07-24,0,5
"NWT",2020-07-25,0,5
"NWT",2020-07-26,0,5
"NWT",2020-07-27,0,5
"NWT",2020-07-28,0,5
"NWT",2020-07-29,0,5
"NWT",2020-07-30,0,5
"NWT",2020-07-31,0,5
"NWT",2020-08-01,0,5
"NWT",2020-08-02,0,5
"NWT",2020-08-03,0,5
"NWT",2020-08-04,0,5
"NWT",2020-08-05,0,5
"NWT",2020-08-06,0,5
"NWT",2020-08-07,0,5
"NWT",2020-08-08,0,5
"NWT",2020-08-09,0,5
"NWT",2020-08-10,0,5
"NWT",2020-08-11,0,5
"NWT",2020-08-12,0,5
"NWT",2020-08-13,0,5
"NWT",2020-08-14,0,5
"NWT",2020-08-15,0,5
"NWT",2020-08-16,0,5
"NWT",2020-08-17,0,5
"NWT",2020-08-18,0,5
"NWT",2020-08-19,0,5
"NWT",2020-08-20,0,5
"NWT",2020-08-21,0,5
"NWT",2020-08-22,0,5
"NWT",2020-08-23,0,5
"NWT",2020-08-24,0,5
"NWT",2020-08-25,0,5
"NWT",2020-08-26,0,5
"NWT",2020-08-27,0,5
"NWT",2020-08-28,0,5
"NWT",2020-08-29,0,5
"NWT",2020-08-30,0,5
"NWT",2020-08-31,0,5
"NWT",2020-09-01,0,5
"NWT",2020-09-02,0,5
"NWT",2020-09-03,0,5
"NWT",2020-09-04,0,5
"NWT",2020-09-05,0,5
"NWT",2020-09-06,0,5
"NWT",2020-09-07,0,5
"NWT",2020-09-08,0,5
"NWT",2020-09-09,0,5
"NWT",2020-09-10,0,5
"NWT",2020-09-11,0,5
"NWT",2020-09-12,0,5
"NWT",2020-09-13,0,5
"NWT",2020-09-14,0,5
"NWT",2020-09-15,0,5
"NWT",2020-09-16,0,5
"NWT",2020-09-17,0,5
"NWT",2020-09-18,0,5
"NWT",2020-09-19,0,5
"NWT",2020-09-20,0,5
"NWT",2020-09-21,0,5
"NWT",2020-09-22,0,5
"NWT",2020-09-23,0,5
"NWT",2020-09-24,0,5
"NWT",2020-09-25,0,5
"NWT",2020-09-26,0,5
"NWT",2020-09-27,0,5
"NWT",2020-09-28,0,5
"NWT",2020-09-29,0,5
"NWT",2020-09-30,0,5
"NWT",2020-10-01,0,5
"NWT",2020-10-02,0,5
"NWT",2020-10-03,0,5
"NWT",2020-10-04,0,5
"NWT",2020-10-05,0,5
"NWT",2020-10-06,0,5
"NWT",2020-10-07,0,5
"NWT",2020-10-08,0,5
"NWT",2020-10-09,0,5
"NWT",2020-10-10,0,5
"NWT",2020-10-11,0,5
"NWT",2020-10-12,0,5
"NWT",2020-10-13,0,5
"NWT",2020-10-14,0,5
"NWT",2020-10-15,0,5
"NWT",2020-10-16,0,5
"NWT",2020-10-17,0,5
"NWT",2020-10-18,0,5
"NWT",2020-10-19,0,5
"NWT",2020-10-20,0,5
"NWT",2020-10-21,0,5
"NWT",2020-10-22,0,5
"NWT",2020-10-23,0,5
"NWT",2020-10-24,0,5
"NWT",2020-10-25,0,5
"NWT",2020-10-26,3,8
"NWT",2020-10-27,0,8
"NWT",2020-10-28,0,8
"NWT",2020-10-29,0,8
"NWT",2020-10-30,0,8
"NWT",2020-10-31,0,8
"NWT",2020-11-01,0,8
"NWT",2020-11-02,0,8
"NWT",2020-11-03,1,9
"NWT",2020-11-04,0,9
"NWT",2020-11-05,1,10
"NWT",2020-11-06,0,10
"NWT",2020-11-07,0,10
"NWT",2020-11-08,0,10
"NWT",2020-11-09,0,10
"NWT",2020-11-10,0,10
"NWT",2020-11-11,0,10
"NWT",2020-11-12,0,10
"NWT",2020-11-13,0,10
"NWT",2020-11-14,0,10
"NWT",2020-11-15,0,10
"NWT",2020-11-16,0,10
"NWT",2020-11-17,0,10
"NWT",2020-11-18,0,10
"NWT",2020-11-19,0,10
"NWT",2020-11-20,0,10
"NWT",2020-11-21,0,10
"NWT",2020-11-22,0,10
"NWT",2020-11-23,0,10
"NWT",2020-11-24,5,15
"NWT",2020-11-25,0,15
"NWT",2020-11-26,0,15
"NWT",2020-11-27,0,15
"NWT",2020-11-28,0,15
"NWT",2020-11-29,0,15
"NWT",2020-11-30,0,15
"NWT",2020-12-01,0,15
"NWT",2020-12-02,0,15
"NWT",2020-12-03,0,15
"NWT",2020-12-04,0,15
"NWT",2020-12-05,0,15
"NWT",2020-12-06,0,15
"NWT",2020-12-07,0,15
"NWT",2020-12-08,0,15
"NWT",2020-12-09,0,15
"NWT",2020-12-10,0,15
"NWT",2020-12-11,0,15
"NWT",2020-12-12,0,15
"NWT",2020-12-13,0,15
"NWT",2020-12-14,0,15
"NWT",2020-12-15,0,15
"NWT",2020-12-16,0,15
"NWT",2020-12-17,0,15
"NWT",2020-12-18,0,15
"NWT",2020-12-19,0,15
"NWT",2020-12-20,0,15
"NWT",2020-12-21,6,21
"NWT",2020-12-22,0,21
"NWT",2020-12-23,2,23
"NWT",2020-12-24,0,23
"NWT",2020-12-25,0,23
"NWT",2020-12-26,0,23
"NWT",2020-12-27,0,23
"NWT",2020-12-28,0,23
"NWT",2020-12-29,1,24
"NWT",2020-12-30,0,24
"NWT",2020-12-31,0,24
"NWT",2021-01-01,0,24
"NWT",2021-01-02,0,24
"NWT",2021-01-03,0,24
"NWT",2021-01-04,0,24
"NWT",2021-01-05,0,24
"NWT",2021-01-06,0,24
"NWT",2021-01-07,0,24
"NWT",2021-01-08,0,24
"NWT",2021-01-09,0,24
"NWT",2021-01-10,0,24
"NWT",2021-01-11,0,24
"NWT",2021-01-12,0,24
"NWT",2021-01-13,0,24
"NWT",2021-01-14,0,24
"NWT",2021-01-15,0,24
"NWT",2021-01-16,0,24
"NWT",2021-01-17,0,24
"NWT",2021-01-18,0,24
"NWT",2021-01-19,0,24
"NWT",2021-01-20,0,24
"NWT",2021-01-21,0,24
"NWT",2021-01-22,0,24
"NWT",2021-01-23,0,24
"NWT",2021-01-24,0,24
"NWT",2021-01-25,1,25
"NWT",2021-01-26,1,26
"NWT",2021-01-27,2,28
"NWT",2021-01-28,3,31
"NWT",2021-01-29,4,35
"NWT",2021-01-30,0,35
"NWT",2021-01-31,0,35
"NWT",2021-02-01,0,35
"Ontario",2020-02-12,1,1
"Ontario",2020-02-13,0,1
"Ontario",2020-02-14,0,1
"Ontario",2020-02-15,0,1
"Ontario",2020-02-16,0,1
"Ontario",2020-02-17,0,1
"Ontario",2020-02-18,0,1
"Ontario",2020-02-19,0,1
"Ontario",2020-02-20,1,2
"Ontario",2020-02-21,1,3
"Ontario",2020-02-22,0,3
"Ontario",2020-02-23,0,3
"Ontario",2020-02-24,0,3
"Ontario",2020-02-25,0,3
"Ontario",2020-02-26,0,3
"Ontario",2020-02-27,0,3
"Ontario",2020-02-28,0,3
"Ontario",2020-02-29,0,3
"Ontario",2020-03-01,0,3
"Ontario",2020-03-02,0,3
"Ontario",2020-03-03,0,3
"Ontario",2020-03-04,0,3
"Ontario",2020-03-05,1,4
"Ontario",2020-03-06,0,4
"Ontario",2020-03-07,0,4
"Ontario",2020-03-08,0,4
"Ontario",2020-03-09,1,5
"Ontario",2020-03-10,0,5
"Ontario",2020-03-11,0,5
"Ontario",2020-03-12,0,5
"Ontario",2020-03-13,0,5
"Ontario",2020-03-14,0,5
"Ontario",2020-03-15,0,5
"Ontario",2020-03-16,0,5
"Ontario",2020-03-17,0,5
"Ontario",2020-03-18,0,5
"Ontario",2020-03-19,0,5
"Ontario",2020-03-20,0,5
"Ontario",2020-03-21,1,6
"Ontario",2020-03-22,2,8
"Ontario",2020-03-23,0,8
"Ontario",2020-03-24,0,8
"Ontario",2020-03-25,0,8
"Ontario",2020-03-26,0,8
"Ontario",2020-03-27,0,8
"Ontario",2020-03-28,0,8
"Ontario",2020-03-29,0,8
"Ontario",2020-03-30,423,431
"Ontario",2020-03-31,103,534
"Ontario",2020-04-01,155,689
"Ontario",2020-04-02,142,831
"Ontario",2020-04-03,192,1023
"Ontario",2020-04-04,196,1219
"Ontario",2020-04-05,230,1449
"Ontario",2020-04-06,175,1624
"Ontario",2020-04-07,178,1802
"Ontario",2020-04-08,272,2074
"Ontario",2020-04-09,231,2305
"Ontario",2020-04-10,269,2574
"Ontario",2020-04-11,284,2858
"Ontario",2020-04-12,263,3121
"Ontario",2020-04-13,236,3357
"Ontario",2020-04-14,211,3568
"Ontario",2020-04-15,334,3902
"Ontario",2020-04-16,292,4194
"Ontario",2020-04-17,362,4556
"Ontario",2020-04-18,319,4875
"Ontario",2020-04-19,334,5209
"Ontario",2020-04-20,306,5515
"Ontario",2020-04-21,291,5806
"Ontario",2020-04-22,415,6221
"Ontario",2020-04-23,459,6680
"Ontario",2020-04-24,407,7087
"Ontario",2020-04-25,422,7509
"Ontario",2020-04-26,491,8000
"Ontario",2020-04-27,525,8525
"Ontario",2020-04-28,439,8964
"Ontario",2020-04-29,648,9612
"Ontario",2020-04-30,593,10205
"Ontario",2020-05-01,620,10825
"Ontario",2020-05-02,565,11390
"Ontario",2020-05-03,615,12005
"Ontario",2020-05-04,500,12505
"Ontario",2020-05-05,274,12779
"Ontario",2020-05-06,443,13222
"Ontario",2020-05-07,347,13569
"Ontario",2020-05-08,421,13990
"Ontario",2020-05-09,393,14383
"Ontario",2020-05-10,389,14772
"Ontario",2020-05-11,359,15131
"Ontario",2020-05-12,260,15391
"Ontario",2020-05-13,454,15845
"Ontario",2020-05-14,359,16204
"Ontario",2020-05-15,437,16641
"Ontario",2020-05-16,379,17020
"Ontario",2020-05-17,340,17360
"Ontario",2020-05-18,278,17638
"Ontario",2020-05-19,260,17898
"Ontario",2020-05-20,292,18190
"Ontario",2020-05-21,319,18509
"Ontario",2020-05-22,258,18767
"Ontario",2020-05-23,379,19146
"Ontario",2020-05-24,331,19477
"Ontario",2020-05-25,221,19698
"Ontario",2020-05-26,260,19958
"Ontario",2020-05-27,414,20372
"Ontario",2020-05-28,301,20673
"Ontario",2020-05-29,310,20983
"Ontario",2020-05-30,370,21353
"Ontario",2020-05-31,457,21810
"Ontario",2020-06-01,343,22153
"Ontario",2020-06-02,331,22484
"Ontario",2020-06-03,327,22811
"Ontario",2020-06-04,397,23208
"Ontario",2020-06-05,375,23583
"Ontario",2020-06-06,364,23947
"Ontario",2020-06-07,305,24252
"Ontario",2020-06-08,240,24492
"Ontario",2020-06-09,337,24829
"Ontario",2020-06-10,551,25380
"Ontario",2020-06-11,505,25885
"Ontario",2020-06-12,302,26187
"Ontario",2020-06-13,351,26538
"Ontario",2020-06-14,423,26961
"Ontario",2020-06-15,252,27213
"Ontario",2020-06-16,218,27431
"Ontario",2020-06-17,353,27784
"Ontario",2020-06-18,220,28004
"Ontario",2020-06-19,246,28250
"Ontario",2020-06-20,218,28468
"Ontario",2020-06-21,251,28719
"Ontario",2020-06-22,214,28933
"Ontario",2020-06-23,174,29107
"Ontario",2020-06-24,229,29336
"Ontario",2020-06-25,192,29528
"Ontario",2020-06-26,226,29754
"Ontario",2020-06-27,178,29932
"Ontario",2020-06-28,175,30107
"Ontario",2020-06-29,89,30196
"Ontario",2020-06-30,148,30344
"Ontario",2020-07-01,0,30344
"Ontario",2020-07-02,386,30730
"Ontario",2020-07-03,179,30909
"Ontario",2020-07-04,174,31083
"Ontario",2020-07-05,183,31266
"Ontario",2020-07-06,160,31426
"Ontario",2020-07-07,177,31603
"Ontario",2020-07-08,202,31805
"Ontario",2020-07-09,172,31977
"Ontario",2020-07-10,178,32155
"Ontario",2020-07-11,267,32422
"Ontario",2020-07-12,112,32534
"Ontario",2020-07-13,129,32663
"Ontario",2020-07-14,122,32785
"Ontario",2020-07-15,135,32920
"Ontario",2020-07-16,141,33061
"Ontario",2020-07-17,101,33162
"Ontario",2020-07-18,132,33294
"Ontario",2020-07-19,113,33407
"Ontario",2020-07-20,106,33513
"Ontario",2020-07-21,92,33605
"Ontario",2020-07-22,207,33812
"Ontario",2020-07-23,151,33963
"Ontario",2020-07-24,137,34100
"Ontario",2020-07-25,140,34240
"Ontario",2020-07-26,119,34359
"Ontario",2020-07-27,102,34461
"Ontario",2020-07-28,106,34567
"Ontario",2020-07-29,174,34741
"Ontario",2020-07-30,165,34906
"Ontario",2020-07-31,168,35074
"Ontario",2020-08-01,163,35237
"Ontario",2020-08-02,122,35359
"Ontario",2020-08-03,0,35359
"Ontario",2020-08-04,242,35601
"Ontario",2020-08-05,146,35747
"Ontario",2020-08-06,159,35906
"Ontario",2020-08-07,118,36024
"Ontario",2020-08-08,107,36131
"Ontario",2020-08-09,148,36279
"Ontario",2020-08-10,102,36381
"Ontario",2020-08-11,75,36456
"Ontario",2020-08-12,134,36590
"Ontario",2020-08-13,99,36689
"Ontario",2020-08-14,83,36772
"Ontario",2020-08-15,101,36873
"Ontario",2020-08-16,80,36953
"Ontario",2020-08-17,83,37036
"Ontario",2020-08-18,90,37126
"Ontario",2020-08-19,89,37215
"Ontario",2020-08-20,76,37291
"Ontario",2020-08-21,106,37397
"Ontario",2020-08-22,90,37487
"Ontario",2020-08-23,108,37595
"Ontario",2020-08-24,78,37673
"Ontario",2020-08-25,75,37748
"Ontario",2020-08-26,115,37863
"Ontario",2020-08-27,77,37940
"Ontario",2020-08-28,83,38023
"Ontario",2020-08-29,103,38126
"Ontario",2020-08-30,78,38204
"Ontario",2020-08-31,73,38277
"Ontario",2020-09-01,92,38369
"Ontario",2020-09-02,137,38506
"Ontario",2020-09-03,119,38625
"Ontario",2020-09-04,116,38741
"Ontario",2020-09-05,106,38847
"Ontario",2020-09-06,111,38958
"Ontario",2020-09-07,0,38958
"Ontario",2020-09-08,238,39196
"Ontario",2020-09-09,136,39332
"Ontario",2020-09-10,142,39474
"Ontario",2020-09-11,124,39598
"Ontario",2020-09-12,119,39717
"Ontario",2020-09-13,124,39841
"Ontario",2020-09-14,133,39974
"Ontario",2020-09-15,117,40091
"Ontario",2020-09-16,154,40245
"Ontario",2020-09-17,179,40424
"Ontario",2020-09-18,176,40600
"Ontario",2020-09-19,177,40777
"Ontario",2020-09-20,191,40968
"Ontario",2020-09-21,178,41146
"Ontario",2020-09-22,196,41342
"Ontario",2020-09-23,258,41600
"Ontario",2020-09-24,286,41886
"Ontario",2020-09-25,283,42169
"Ontario",2020-09-26,338,42507
"Ontario",2020-09-27,289,42796
"Ontario",2020-09-28,331,43127
"Ontario",2020-09-29,323,43450
"Ontario",2020-09-30,457,43907
"Ontario",2020-10-01,515,44422
"Ontario",2020-10-02,428,44850
"Ontario",2020-10-03,435,45285
"Ontario",2020-10-04,534,45819
"Ontario",2020-10-05,541,46360
"Ontario",2020-10-06,546,46906
"Ontario",2020-10-07,707,47613
"Ontario",2020-10-08,695,48308
"Ontario",2020-10-09,724,49032
"Ontario",2020-10-10,700,49732
"Ontario",2020-10-11,705,50437
"Ontario",2020-10-12,0,50437
"Ontario",2020-10-13,1292,51729
"Ontario",2020-10-14,783,52512
"Ontario",2020-10-15,779,53291
"Ontario",2020-10-16,713,54004
"Ontario",2020-10-17,682,54686
"Ontario",2020-10-18,685,55371
"Ontario",2020-10-19,607,55978
"Ontario",2020-10-20,628,56606
"Ontario",2020-10-21,719,57325
"Ontario",2020-10-22,741,58066
"Ontario",2020-10-23,733,58799
"Ontario",2020-10-24,625,59424
"Ontario",2020-10-25,736,60160
"Ontario",2020-10-26,679,60839
"Ontario",2020-10-27,691,61530
"Ontario",2020-10-28,773,62303
"Ontario",2020-10-29,820,63123
"Ontario",2020-10-30,796,63919
"Ontario",2020-10-31,798,64717
"Ontario",2020-11-01,864,65581
"Ontario",2020-11-02,826,66407
"Ontario",2020-11-03,837,67244
"Ontario",2020-11-04,945,68189
"Ontario",2020-11-05,948,69137
"Ontario",2020-11-06,949,70086
"Ontario",2020-11-07,852,70938
"Ontario",2020-11-08,877,71815
"Ontario",2020-11-09,821,72636
"Ontario",2020-11-10,781,73417
"Ontario",2020-11-11,886,74303
"Ontario",2020-11-12,917,75220
"Ontario",2020-11-13,1018,76238
"Ontario",2020-11-14,1003,77241
"Ontario",2020-11-15,1062,78303
"Ontario",2020-11-16,992,79295
"Ontario",2020-11-17,1135,80430
"Ontario",2020-11-18,1495,81925
"Ontario",2020-11-19,1376,83301
"Ontario",2020-11-20,1415,84716
"Ontario",2020-11-21,1363,86079
"Ontario",2020-11-22,1429,87508
"Ontario",2020-11-23,1484,88992
"Ontario",2020-11-24,1082,90074
"Ontario",2020-11-25,1476,91550
"Ontario",2020-11-26,1365,92915
"Ontario",2020-11-27,1451,94366
"Ontario",2020-11-28,1510,95876
"Ontario",2020-11-29,1443,97319
"Ontario",2020-11-30,1320,98639
"Ontario",2020-12-01,1373,100012
"Ontario",2020-12-02,1686,101698
"Ontario",2020-12-03,1541,103239
"Ontario",2020-12-04,1553,104792
"Ontario",2020-12-05,1624,106416
"Ontario",2020-12-06,1574,107990
"Ontario",2020-12-07,1412,109402
"Ontario",2020-12-08,1549,110951
"Ontario",2020-12-09,1924,112875
"Ontario",2020-12-10,1804,114679
"Ontario",2020-12-11,1753,116432
"Ontario",2020-12-12,1918,118350
"Ontario",2020-12-13,1678,120028
"Ontario",2020-12-14,1535,121563
"Ontario",2020-12-15,1810,123373
"Ontario",2020-12-16,2043,125416
"Ontario",2020-12-17,2009,127425
"Ontario",2020-12-18,1992,129417
"Ontario",2020-12-19,1865,131282
"Ontario",2020-12-20,1931,133213
"Ontario",2020-12-21,1654,134867
"Ontario",2020-12-22,1900,136767
"Ontario",2020-12-23,2243,139010
