"county","report_date","ALL PCR tests performed","Running total of all PCR tests","All PCR positive tests","Running total of all PCR tests","7 day percent positive","14 day percent positive"
"Rockdale","2020-10-19","91","24080","10","1947","10.8","8"
"Rockdale","2020-10-20","80","24160","4","1951","7.2","8.3"
"Rockdale","2020-10-21","63","24223","3","1954","6.9","8.4"
"Rockdale","2020-10-22","116","24339","4","1958","6.7","8.3"
"Rockdale","2020-10-23","250","24589","20","1978","6.6","8.4"
"Rockdale","2020-10-24","152","24741","29","2007","8.4","9.4"
"Rockdale","2020-10-25","134","24875","14","2021","8.8","9.6"
"Rockdale","2020-10-26","111","24986","6","2027","8","9.4"
"Rockdale","2020-10-27","77","25063","3","2030","7.9","7.5"
"Rockdale","2020-10-28","108","25171","10","2040","8.5","7.7"
"Rockdale","2020-10-29","115","25286","13","2053","9.6","8.1"
"Rockdale","2020-10-30","119","25405","9","2062","9.6","8.1"
"Rockdale","2020-10-31","228","25633","30","2092","8.7","8.6"
"Rockdale","2020-11-01","106","25739","7","2099","8.2","8.5"
"Rockdale","2020-11-02","125","25864","22","2121","9.9","9"
"Rockdale","2020-11-03","184","26048","12","2133","10.3","9.1"
"Rockdale","2020-11-04","211","26259","14","2147","9.9","9.2"
"Rockdale","2020-11-05","161","26420","7","2154","8.9","9.3"
"Rockdale","2020-11-06","106","26526","10","2164","9.2","9.4"
"Rockdale","2020-11-07","133","26659","11","2175","8.5","8.6"
"Rockdale","2020-11-08","160","26819","22","2197","9.5","8.8"
"Rockdale","2020-11-09","97","26916","8","2205","8.2","9"
"Rockdale","2020-11-10","158","27074","13","2218","8.4","9.4"
"Rockdale","2020-11-11","76","27150","4","2222","8.2","9.1"
"Rockdale","2020-11-12","124","27274","16","2238","9.4","9.2"
"Rockdale","2020-11-13","148","27422","18","2256","9.8","9.5"
"Rockdale","2020-11-14","146","27568","11","2267","9.7","9.1"
"Rockdale","2020-11-15","89","27657","8","2275","9","9.3"
"Rockdale","2020-11-16","53","27710","6","2281","9.5","8.8"
"Rockdale","2020-11-17","350","28060","26","2307","9.4","8.9"
"Rockdale","2020-11-18","150","28210","15","2322","10","9.1"
"Rockdale","2020-11-19","306","28516","23","2345","9.3","9.4"
"Rockdale","2020-11-20","245","28761","21","2366","8.8","9.3"
"Rockdale","2020-11-21","268","29029","27","2393","9.1","9.4"
"Rockdale","2020-11-22","217","29246","15","2408","8.8","8.9"
"Rockdale","2020-11-23","191","29437","14","2422","8.3","8.9"
"Rockdale","2020-11-24","142","29579","10","2432","8.2","8.8"
"Rockdale","2020-11-25","126","29705","18","2450","8.8","9.4"
"Rockdale","2020-11-26","177","29882","20","2470","9.4","9.3"
"Rockdale","2020-11-27","250","30132","22","2492","9.4","9.1"
"Rockdale","2020-11-28","243","30375","24","2516","9.4","9.2"
"Rockdale","2020-11-29","127","30502","15","2531","10.1","9.4"
"Rockdale","2020-11-30","93","30595","13","2544","11","9.6"
"Rockdale","2020-12-01","128","30723","19","2563","12.1","10.2"
"Rockdale","2020-12-02","188","30911","30","2593","12.4","10.6"
"Rockdale","2020-12-03","216","31127","28","2621","12.6","11"
"Rockdale","2020-12-04","405","31532","46","2667","13","11.2"
"Rockdale","2020-12-05","259","31791","35","2702","13.5","11.4"
"Rockdale","2020-12-06","136","31927","23","2725","14.2","12.1"
"Rockdale","2020-12-07","305","32232","53","2778","14.7","12.9"
"Rockdale","2020-12-08","269","32501","27","2805","14","13.1"
"Rockdale","2020-12-09","159","32660","28","2833","14.3","13.3"
"Rockdale","2020-12-10","341","33001","63","2896","15","13.8"
"Rockdale","2020-12-11","348","33349","54","2950","15.6","14.3"
"Rockdale","2020-12-12","297","33646","44","2994","15.8","14.7"
"Rockdale","2020-12-13","333","33979","50","3044","15.5","14.9"
"Rockdale","2020-12-14","175","34154","41","3085","16.4","15.6"
"Rockdale","2020-12-15","220","34374","41","3126","17.6","15.8"
"Rockdale","2020-12-16","190","34564","19","3145","16.6","15.4"
"Rockdale","2020-12-17","349","34913","43","3188","15.7","15.4"
"Rockdale","2020-12-18","361","35274","36","3224","14.9","15.3"
"Rockdale","2020-12-19","338","35612","48","3272","14.8","15.3"
"Rockdale","2020-12-20","284","35896","45","3317","14.9","15.2"
"Rockdale","2020-12-21","160","36056","19","3336","13.3","14.8"
"Rockdale","2020-12-22","298","36354","36","3372","12.3","15"
"Rockdale","2020-12-23","230","36584","31","3403","12.8","14.7"
"Rockdale","2020-12-24","362","36946","51","3454","13.1","14.4"
"Rockdale","2020-12-25","271","37217","32","3486","13.3","14.1"
"Rockdale","2020-12-26","173","37390","29","3515","13.7","14.3"
"Rockdale","2020-12-27","113","37503","31","3546","15.4","15.1"
"Rockdale","2020-12-28","115","37618","29","3575","17.3","15.3"
"Rockdale","2020-12-29","230","37848","63","3638","19.5","15.9"
"Rockdale","2020-12-30","153","38001","26","3664","20","16.4"
"Rockdale","2020-12-31","342","38343","60","3724","20.5","16.8"
"Rockdale","2021-01-01","429","38772","60","3784","20.8","17.1"
"Rockdale","2021-01-02","289","39061","63","3847","21.5","17.6"
"Rockdale","2021-01-03","241","39302","64","3911","21.4","18.4"
"Rockdale","2021-01-04","80","39382","18","3929","21","19.1"
"Rockdale","2021-01-05","138","39520","26","3955","19.7","19.6"
"Rockdale","2021-01-06","74","39594","20","3975","21.2","20.6"
"Rockdale","2021-01-07","484","40078","53","4028","20.2","20.3"
"Rockdale","2021-01-08","188","40266","46","4074","21.7","21.2"
"Rockdale","2021-01-09","405","40671","94","4168","21.9","21.7"
"Rockdale","2021-01-10","319","40990","42","4210","20","20.7"
"Rockdale","2021-01-11","287","41277","64","4274","20","20.5"
"Rockdale","2021-01-12","170","41447","28","4302","19.7","19.7"
"Rockdale","2021-01-13","268","41715","57","4359","18.8","20"
"Rockdale","2021-01-14","201","41916","32","4391","19.5","19.9"
"Rockdale","2021-01-15","370","42286","57","4448","18.2","20"
"Rockdale","2021-01-16","369","42655","65","4513","17.4","19.7"
"Rockdale","2021-01-17","357","43012","60","4573","18","19"
"Rockdale","2021-01-18","360","43372","77","4650","17.8","18.9"
"Rockdale","2021-01-19","139","43511","24","4674","18","18.8"
"Rockdale","2021-01-20","280","43791","20","4694","15.9","17.4"
"Rockdale","2021-01-21","141","43932","18","4712","15.5","17.5"
"Rockdale","2021-01-22","333","44265","42","4754","15.1","16.7"
"Rockdale","2021-01-23","427","44692","64","4818","14.7","16.1"
"Rockdale","2021-01-24","244","44936","35","4853","14.4","16.2"
"Rockdale","2021-01-25","193","45129","25","4878","13.2","15.5"
"Rockdale","2021-01-26","357","45486","58","4936","13","15.5"
"Rockdale","2021-01-27","128","45614","22","4958","14.4","15.2"
"Rockdale","2021-01-28","291","45905","38","4996","14.5","15"
"Rockdale","2021-01-29","429","46334","41","5037","14","14.6"
"Rockdale","2021-01-30","535","46869","52","5089","13.3","14"
"Rockdale","2021-01-31","214","47083","29","5118","13.2","13.8"
"Rockdale","2021-02-01","210","47293","24","5142","13","13.1"
"Rockdale","2021-02-02","101","47394","15","5157","12.8","12.9"
"Rockdale","2021-02-03","224","47618","28","5185","12.1","13.3"
"Rockdale","2021-02-04","217","47835","25","5210","11.9","13.2"
"Rockdale","2021-02-05","233","48068","21","5231","11.8","12.9"
"Rockdale","2021-02-06","278","48346","19","5250","11.4","12.3"
"Rockdale","2021-02-07","270","48616","38","5288","11.5","12.3"
"Rockdale","2021-02-08","192","48808","22","5310","11.5","12.2"
"Rockdale","2021-02-09","156","48964","24","5334","11.5","12.2"
"Rockdale","2021-02-10","111","49075","16","5350","11.8","12"
"Rockdale","2021-02-11","185","49260","18","5368","11.6","11.7"
"Rockdale","2021-02-12","249","49509","19","5387","11.4","11.6"
"Rockdale","2021-02-13","218","49727","20","5407","11.7","11.5"
"Rockdale","2021-02-14","271","49998","27","5434","11.1","11.3"
"Rockdale","2021-02-15","133","50131","18","5452","11.4","11.4"
"Schley","2020-02-01","0","0","0","0",".","."
"Schley","2020-02-02","0","0","0","0",".","."
"Schley","2020-02-03","0","0","0","0",".","."
"Schley","2020-02-04","0","0","0","0",".","."
"Schley","2020-02-05","0","0","0","0",".","."
"Schley","2020-02-06","0","0","0","0",".","."
"Schley","2020-02-07","0","0","0","0","0","."
"Schley","2020-02-08","0","0","0","0","0","."
"Schley","2020-02-09","0","0","0","0","0","."
"Schley","2020-02-10","0","0","0","0","0","."
"Schley","2020-02-11","0","0","0","0","0","."
"Schley","2020-02-12","0","0","0","0","0","."
"Schley","2020-02-13","0","0","0","0","0","."
"Schley","2020-02-14","0","0","0","0","0","0"
"Schley","2020-02-15","0","0","0","0","0","0"
"Schley","2020-02-16","0","0","0","0","0","0"
"Schley","2020-02-17","0","0","0","0","0","0"
"Schley","2020-02-18","0","0","0","0","0","0"
"Schley","2020-02-19","0","0","0","0","0","0"
"Schley","2020-02-20","0","0","0","0","0","0"
"Schley","2020-02-21","0","0","0","0","0","0"
"Schley","2020-02-22","0","0","0","0","0","0"
"Schley","2020-02-23","0","0","0","0","0","0"
"Schley","2020-02-24","0","0","0","0","0","0"
"Schley","2020-02-25","0","0","0","0","0","0"
"Schley","2020-02-26","0","0","0","0","0","0"
"Schley","2020-02-27","0","0","0","0","0","0"
"Schley","2020-02-28","0","0","0","0","0","0"
"Schley","2020-02-29","0","0","0","0","0","0"
"Schley","2020-03-01","0","0","0","0","0","0"
"Schley","2020-03-02","0","0","0","0","0","0"
"Schley","2020-03-03","0","0","0","0","0","0"
"Schley","2020-03-04","0","0","0","0","0","0"
"Schley","2020-03-05","0","0","0","0","0","0"
"Schley","2020-03-06","0","0","0","0","0","0"
"Schley","2020-03-07","0","0","0","0","0","0"
"Schley","2020-03-08","0","0","0","0","0","0"
"Schley","2020-03-09","0","0","0","0","0","0"
"Schley","2020-03-10","0","0","0","0","0","0"
"Schley","2020-03-11","0","0","0","0","0","0"
"Schley","2020-03-12","0","0","0","0","0","0"
"Schley","2020-03-13","0","0","0","0","0","0"
"Schley","2020-03-14","0","0","0","0","0","0"
"Schley","2020-03-15","0","0","0","0","0","0"
"Schley","2020-03-16","0","0","0","0","0","0"
"Schley","2020-03-17","0","0","0","0","0","0"
"Schley","2020-03-18","0","0","0","0","0","0"
"Schley","2020-03-19","1","1","0","0","0","0"
"Schley","2020-03-20","0","1","0","0","0","0"
"Schley","2020-03-21","0","1","0","0","0","0"
"Schley","2020-03-22","0","1","0","0","0","0"
"Schley","2020-03-23","0","1","0","0","0","0"
"Schley","2020-03-24","0","1","0","0","0","0"
"Schley","2020-03-25","0","1","0","0","0","0"
"Schley","2020-03-26","2","3","0","0","0","0"
"Schley","2020-03-27","1","4","0","0","0","0"
"Schley","2020-03-28","1","5","0","0","0","0"
"Schley","2020-03-29","1","6","1","1","14.3","7.1"
"Schley","2020-03-30","4","10","2","3","21.4","10.7"
"Schley","2020-03-31","6","16","1","4","23.8","11.9"
"Schley","2020-04-01","0","16","0","4","23.8","11.9"
"Schley","2020-04-02","2","18","2","6","38.1","19"
"Schley","2020-04-03","2","20","0","6","38.1","19"
"Schley","2020-04-04","7","27","1","7","40.1","20.1"
"Schley","2020-04-05","1","28","1","8","40.1","27.2"
"Schley","2020-04-06","3","31","0","8","33","27.2"
"Schley","2020-04-07","20","51","3","11","32.8","28.3"
"Schley","2020-04-08","6","57","2","13","37.5","30.7"
"Schley","2020-04-09","6","63","0","13","23.2","30.7"
"Schley","2020-04-10","2","65","0","13","23.2","30.7"
"Schley","2020-04-11","8","73","1","14","23","31.6"
"Schley","2020-04-12","0","73","0","14","8.7","24.4"
"Schley","2020-04-13","0","73","0","14","8.7","20.8"
"Schley","2020-04-14","4","77","0","14","6.5","19.7"
"Schley","2020-04-15","4","81","0","14","1.8","19.7"
"Schley","2020-04-16","5","86","1","15","4.6","13.9"
"Schley","2020-04-17","8","94","0","15","4.6","13.9"
"Schley","2020-04-18","10","104","4","19","8.6","15.8"
"Schley","2020-04-19","3","107","0","19","8.6","8.6"
"Schley","2020-04-20","2","109","0","19","8.6","8.6"
"Schley","2020-04-21","3","112","0","19","8.6","7.6"
"Schley","2020-04-22","4","116","0","19","8.6","5.2"
"Schley","2020-04-23","6","122","0","19","5.7","5.2"
"Schley","2020-04-24","2","124","0","19","5.7","5.2"
"Schley","2020-04-25","7","131","0","19","0","4.3"
"Schley","2020-04-26","3","134","1","20","4.8","6.7"
"Schley","2020-04-27","5","139","0","20","4.8","6.7"
"Schley","2020-04-28","6","145","0","20","4.8","6.7"
"Schley","2020-04-29","2","147","0","20","4.8","6.7"
"Schley","2020-04-30","7","154","0","20","4.8","5.2"
"Schley","2020-05-01","5","159","0","20","4.8","5.2"
"Schley","2020-05-02","4","163","0","20","4.8","2.4"
"Schley","2020-05-03","3","166","0","20","0","2.4"
"Schley","2020-05-04","8","174","0","20","0","2.4"
"Schley","2020-05-05","6","180","1","21","2.4","3.6"
"Schley","2020-05-06","5","185","0","21","2.4","3.6"
"Schley","2020-05-07","4","189","0","21","2.4","3.6"
"Schley","2020-05-08","4","193","0","21","2.4","3.6"
"Schley","2020-05-09","4","197","0","21","2.4","3.6"
"Schley","2020-05-10","0","197","0","21","2.4","1.2"
"Schley","2020-05-11","2","199","0","21","2.4","1.2"
"Schley","2020-05-12","2","201","0","21","0","1.2"
"Schley","2020-05-13","0","201","0","21","0","1.2"
"Schley","2020-05-14","3","204","0","21","0","1.2"
"Schley","2020-05-15","10","214","1","22","1.4","1.9"
"Schley","2020-05-16","5","219","1","23","4.3","3.3"
"Schley","2020-05-17","0","219","0","23","4.3","3.3"
"Schley","2020-05-18","0","219","0","23","4.3","3.3"
"Schley","2020-05-19","3","222","0","23","4.3","2.1"
"Schley","2020-05-20","7","229","0","23","4.3","2.1"
"Schley","2020-05-21","3","232","0","23","4.3","2.1"
"Schley","2020-05-22","9","241","0","23","2.9","2.1"
"Schley","2020-05-23","9","250","0","23","0","2.1"
"Schley","2020-05-24","6","256","0","23","0","2.1"
"Schley","2020-05-25","1","257","0","23","0","2.1"
"Schley","2020-05-26","1","258","0","23","0","2.1"
"Schley","2020-05-27","2","260","0","23","0","2.1"
"Schley","2020-05-28","2","262","0","23","0","2.1"
"Schley","2020-05-29","4","266","0","23","0","1.4"
"Schley","2020-05-30","6","272","0","23","0","0"
"Schley","2020-05-31","4","276","0","23","0","0"
"Schley","2020-06-01","2","278","0","23","0","0"
"Schley","2020-06-02","2","280","0","23","0","0"
"Schley","2020-06-03","9","289","0","23","0","0"
"Schley","2020-06-04","5","294","0","23","0","0"
"Schley","2020-06-05","12","306","1","24","1.2","0.6"
"Schley","2020-06-06","6","312","1","25","3.6","1.8"
"Schley","2020-06-07","15","327","0","25","3.6","1.8"
"Schley","2020-06-08","3","330","0","25","3.6","1.8"
"Schley","2020-06-09","2","332","0","25","3.6","1.8"
"Schley","2020-06-10","6","338","0","25","3.6","1.8"
"Schley","2020-06-11","5","343","0","25","3.6","1.8"
"Schley","2020-06-12","7","350","0","25","2.4","1.8"
"Schley","2020-06-13","2","352","0","25","0","1.8"
"Schley","2020-06-14","12","364","1","26","1.2","2.4"
"Schley","2020-06-15","2","366","0","26","1.2","2.4"
"Schley","2020-06-16","3","369","0","26","1.2","2.4"
"Schley","2020-06-17","2","371","0","26","1.2","2.4"
"Schley","2020-06-18","21","392","0","26","1.2","2.4"
"Schley","2020-06-19","4","396","0","26","1.2","1.8"
"Schley","2020-06-20","16","412","1","27","2.1","1"
"Schley","2020-06-21","3","415","0","27","0.9","1"
"Schley","2020-06-22","4","419","0","27","0.9","1"
"Schley","2020-06-23","11","430","0","27","0.9","1"
"Schley","2020-06-24","2","432","0","27","0.9","1"
"Schley","2020-06-25","1","433","0","27","0.9","1"
"Schley","2020-06-26","24","457","0","27","0.9","1"
"Schley","2020-06-27","8","465","0","27","0","1"
"Schley","2020-06-28","14","479","1","28","1","1"
"Schley","2020-06-29","7","486","0","28","1","1"
"Schley","2020-06-30","7","493","0","28","1","1"
"Schley","2020-07-01","17","510","2","30","2.7","1.8"
"Schley","2020-07-02","5","515","0","30","2.7","1.8"
"Schley","2020-07-03","2","517","0","30","2.7","1.8"
"Schley","2020-07-04","3","520","0","30","2.7","1.4"
"Schley","2020-07-05","7","527","1","31","3.7","2.4"
"Schley","2020-07-06","1","528","0","31","3.7","2.4"
"Schley","2020-07-07","1","529","0","31","3.7","2.4"
"Schley","2020-07-08","1","530","0","31","2","2.4"
"Schley","2020-07-09","22","552","6","37","5.9","4.3"
"Schley","2020-07-10","6","558","0","37","5.9","4.3"
"Schley","2020-07-11","4","562","0","37","5.9","4.3"
"Schley","2020-07-12","22","584","0","37","3.9","3.8"
"Schley","2020-07-13","5","589","0","37","3.9","3.8"
"Schley","2020-07-14","6","595","1","38","6.3","5"
"Schley","2020-07-15","4","599","1","39","9.8","5.9"
"Schley","2020-07-16","3","602","1","40","10.7","8.3"
"Schley","2020-07-17","7","609","0","40","10.7","8.3"
"Schley","2020-07-18","17","626","2","42","12.4","9.2"
"Schley","2020-07-19","7","633","1","43","14.4","9.2"
"Schley","2020-07-20","17","650","2","45","16.1","10"
"Schley","2020-07-21","7","657","0","45","13.7","10"
"Schley","2020-07-22","1","658","0","45","10.2","10"
"Schley","2020-07-23","7","665","0","45","5.4","8.1"
"Schley","2020-07-24","16","681","3","48","8.1","9.4"
"Schley","2020-07-25","9","690","4","52","12.7","12.6"
"Schley","2020-07-26","18","708","3","55","13.1","13.8"
"Schley","2020-07-27","3","711","1","56","16.2","16.1"
"Schley","2020-07-28","10","721","0","56","16.2","15"
"Schley","2020-07-29","7","728","0","56","16.2","13.2"
"Schley","2020-07-30","2","730","1","57","23.3","14.4"
"Schley","2020-07-31","1","731","1","58","34.9","21.5"
"Schley","2020-08-01","2","733","0","58","28.6","20.7"
"Schley","2020-08-02","47","780","1","59","26.5","19.8"
"Schley","2020-08-03","6","786","1","60","24.1","20.1"
"Schley","2020-08-04","8","794","3","63","29.5","22.8"
"Schley","2020-08-05","3","797","1","64","34.2","25.2"
"Schley","2020-08-06","0","797","0","64","27.1","25.2"
"Schley","2020-08-07","3","800","0","64","12.8","23.9"
"Schley","2020-08-08","49","849","7","71","14.8","21.7"
"Schley","2020-08-09","3","852","0","71","14.5","20.5"
"Schley","2020-08-10","6","858","2","73","16.9","20.5"
"Schley","2020-08-11","10","868","1","74","13","21.2"
"Schley","2020-08-12","10","878","3","77","12.5","23.4"
"Schley","2020-08-13","36","914","5","82","14.5","20.8"
"Schley","2020-08-14","36","950","2","84","15.3","14"
"Schley","2020-08-15","3","953","0","84","13.3","14"
"Schley","2020-08-16","6","959","0","84","13.3","13.9"
"Schley","2020-08-17","6","965","0","84","8.5","12.7"
"Schley","2020-08-18","6","971","3","87","14.2","13.6"
"Schley","2020-08-19","2","973","0","87","9.9","11.2"
"Schley","2020-08-20","6","979","0","87","7.9","11.2"
"Schley","2020-08-21","15","994","2","89","9","12.2"
"Schley","2020-08-22","9","1003","2","91","12.2","12.7"
"Schley","2020-08-23","1","1004","0","91","12.2","12.7"
"Schley","2020-08-24","7","1011","0","91","12.2","10.4"
"Schley","2020-08-25","8","1019","2","93","8.7","11.4"
"Schley","2020-08-26","1","1020","0","93","8.7","9.3"
"Schley","2020-08-27","16","1036","0","93","8.7","8.3"
"Schley","2020-08-28","19","1055","2","95","8.2","8.6"
"Schley","2020-08-29","8","1063","1","96","6.9","9.5"
"Schley","2020-08-30","3","1066","0","96","6.9","9.5"
"Schley","2020-08-31","1","1067","0","96","6.9","9.5"
"Schley","2020-09-01","4","1071","0","96","3.3","6"
"Schley","2020-09-02","2","1073","0","96","3.3","6"
"Schley","2020-09-03","10","1083","1","97","4.7","6.7"
"Schley","2020-09-04","4","1087","0","97","3.2","5.7"
"Schley","2020-09-05","5","1092","1","98","4.3","5.6"
"Schley","2020-09-06","0","1092","0","98","4.3","5.6"
"Schley","2020-09-07","3","1095","0","98","4.3","5.6"
"Schley","2020-09-08","11","1106","1","99","5.6","4.4"
"Schley","2020-09-09","2","1108","0","99","5.6","4.4"
"Schley","2020-09-10","1","1109","0","99","4.2","4.4"
"Schley","2020-09-11","7","1116","0","99","4.2","3.7"
"Schley","2020-09-12","5","1121","0","99","1.3","2.8"
"Schley","2020-09-13","3","1124","0","99","1.3","2.8"
"Schley","2020-09-14","4","1128","1","100","4.9","4.6"
"Schley","2020-09-15","7","1135","1","101","5.6","5.6"
"Schley","2020-09-16","3","1138","0","101","5.6","5.6"
"Schley","2020-09-17","12","1150","0","101","5.6","4.9"
"Schley","2020-09-18","14","1164","1","102","6.6","5.4"
"Schley","2020-09-19","3","1167","0","102","6.6","4"
"Schley","2020-09-20","4","1171","0","102","6.6","4"
"Schley","2020-09-21","6","1177","0","102","3.1","4"
"Schley","2020-09-22","2","1179","0","102","1","3.3"
"Schley","2020-09-23","2","1181","1","103","8.2","6.9"
"Schley","2020-09-24","4","1185","0","103","8.2","6.9"
"Schley","2020-09-25","2","1187","0","103","7.1","6.9"
"Schley","2020-09-26","4","1191","0","103","7.1","6.9"
"Schley","2020-09-27","8","1199","1","104","8.9","7.8"
"Schley","2020-09-28","4","1203","0","104","8.9","6"
"Schley","2020-09-29","4","1207","0","104","8.9","5"
"Schley","2020-09-30","0","1207","0","104","1.8","5"
"Schley","2020-10-01","6","1213","0","104","1.8","5"
"Schley","2020-10-02","5","1218","1","105","4.6","5.9"
"Schley","2020-10-03","5","1223","0","105","4.6","5.9"
"Schley","2020-10-04","4","1227","0","105","2.9","5.9"
"Schley","2020-10-05","2","1229","0","105","2.9","5.9"
"Schley","2020-10-06","3","1232","0","105","2.9","5.9"
"Schley","2020-10-07","3","1235","0","105","2.9","2.3"
"Schley","2020-10-08","8","1243","0","105","2.9","2.3"
"Schley","2020-10-09","9","1252","0","105","0","2.3"
"Schley","2020-10-10","2","1254","0","105","0","2.3"
"Schley","2020-10-11","2","1256","1","106","7.1","5"
"Schley","2020-10-12","8","1264","1","107","8.9","5.9"
"Schley","2020-10-13","1","1265","0","107","8.9","5.9"
"Schley","2020-10-14","11","1276","0","107","8.9","5.9"
"Schley","2020-10-15","2","1278","1","108","16.1","9.5"
"Schley","2020-10-16","11","1289","0","108","16.1","8"
"Schley","2020-10-17","7","1296","0","108","16.1","8"
"Schley","2020-10-18","5","1301","0","108","8.9","8"
"Schley","2020-10-19","7","1308","1","109","9.2","9.1"
"Schley","2020-10-20","3","1311","0","109","9.2","9.1"
"Schley","2020-10-21","2","1313","0","109","9.2","9.1"
"Schley","2020-10-22","5","1318","0","109","2","9.1"
"Schley","2020-10-23","8","1326","0","109","2","9.1"
"Schley","2020-10-24","1","1327","0","109","2","9.1"
"Schley","2020-10-25","2","1329","0","109","2","5.5"
"Schley","2020-10-26","4","1333","0","109","0","4.6"
"Schley","2020-10-27","5","1338","0","109","0","4.6"
"Schley","2020-10-28","9","1347","0","109","0","4.6"
"Schley","2020-10-29","4","1351","0","109","0","1"
"Schley","2020-10-30","11","1362","1","110","1.3","1.7"
"Schley","2020-10-31","2","1364","0","110","1.3","1.7"
"Schley","2020-11-01","1","1365","0","110","1.3","1.7"
"Schley","2020-11-02","1","1366","0","110","1.3","0.6"
"Schley","2020-11-03","2","1368","0","110","1.3","0.6"
"Schley","2020-11-04","9","1377","0","110","1.3","0.6"
"Schley","2020-11-05","9","1386","0","110","1.3","0.6"
"Schley","2020-11-06","2","1388","0","110","0","0.6"
"Schley","2020-11-07","7","1395","1","111","2","1.7"
"Schley","2020-11-08","2","1397","1","112","9.2","5.2"
"Schley","2020-11-09","3","1400","1","113","13.9","7.6"
"Schley","2020-11-10","5","1405","0","113","13.9","7.6"
"Schley","2020-11-11","6","1411","0","113","13.9","7.6"
"Schley","2020-11-12","6","1417","1","114","16.3","8.8"
"Schley","2020-11-13","17","1434","0","114","16.3","8.2"
"Schley","2020-11-14","10","1444","0","114","14.3","8.2"
"Schley","2020-11-15","2","1446","0","114","7.1","8.2"
"Schley","2020-11-16","2","1448","0","114","2.4","8.2"
"Schley","2020-11-17","9","1457","1","115","4","9"
"Schley","2020-11-18","1","1458","1","116","18.3","16.1"
"Schley","2020-11-19","9","1467","0","116","15.9","16.1"
"Schley","2020-11-20","16","1483","0","116","15.9","16.1"
"Schley","2020-11-21","7","1490","0","116","15.9","15.1"
"Schley","2020-11-22","3","1493","0","116","15.9","11.5"
"Schley","2020-11-23","4","1497","0","116","15.9","9.1"
"Schley","2020-11-24","8","1505","1","117","16.1","10"
"Schley","2020-11-25","7","1512","1","118","3.8","11"
"Schley","2020-11-26","7","1519","0","118","3.8","9.8"
"Schley","2020-11-27","0","1519","0","118","3.8","9.8"
"Schley","2020-11-28","5","1524","1","119","6.7","11.3"
"Schley","2020-11-29","1","1525","0","119","6.7","11.3"
"Schley","2020-11-30","2","1527","1","120","13.8","14.8"
"Schley","2020-12-01","5","1532","0","120","12","14.1"
"Schley","2020-12-02","11","1543","0","120","10","6.9"
"Schley","2020-12-03","16","1559","3","123","12.7","8.3"
"Schley","2020-12-04","14","1573","2","125","14.7","9.3"
"Schley","2020-12-05","8","1581","1","126","13.6","10.2"
"Schley","2020-12-06","1","1582","0","126","13.6","10.2"
"Schley","2020-12-07","9","1591","1","127","8.1","11"
"Schley","2020-12-08","9","1600","1","128","9.7","10.9"
"Schley","2020-12-09","1","1601","0","128","9.7","9.8"
"Schley","2020-12-10","5","1606","0","128","7","9.8"
"Schley","2020-12-11","11","1617","1","129","6.3","10.5"
"Schley","2020-12-12","5","1622","1","130","7.3","10.5"
"Schley","2020-12-13","11","1633","1","131","8.6","11.1"
"Schley","2020-12-14","4","1637","1","132","10.6","9.4"
"Schley","2020-12-15","9","1646","0","132","9","9.4"
"Schley","2020-12-16","2","1648","0","132","9","9.4"
"Schley","2020-12-17","21","1669","1","133","9.7","8.4"
"Schley","2020-12-18","11","1680","2","135","11","8.6"
"Schley","2020-12-19","7","1687","0","135","8.1","7.7"
"Schley","2020-12-20","8","1695","1","136","8.6","8.6"
"Schley","2020-12-21","6","1701","0","136","5.1","7.8"
"Schley","2020-12-22","2","1703","2","138","19.3","14.2"
"Schley","2020-12-23","2","1705","0","138","19.3","14.2"
"Schley","2020-12-24","14","1719","0","138","18.7","14.2"
"Schley","2020-12-25","33","1752","3","141","17.4","14.2"
"Schley","2020-12-26","1","1753","1","142","31.7","19.9"
"Schley","2020-12-27","7","1760","1","143","31.9","20.3"
"Schley","2020-12-28","0","1760","0","143","31.9","18.5"
"Schley","2020-12-29","4","1764","0","143","17.6","18.5"
"Schley","2020-12-30","2","1766","0","143","17.6","18.5"
"Schley","2020-12-31","9","1775","2","145","20.8","19.7"
"Schley","2021-01-01","19","1794","1","146","20.3","18.8"
"Schley","2021-01-02","9","1803","2","148","9.1","20.4"
"Schley","2021-01-03","7","1810","0","148","7.1","19.5"
"Schley","2021-01-04","5","1815","1","149","10","20.9"
"Schley","2021-01-05","8","1823","1","150","11.7","14.7"
"Schley","2021-01-06","2","1825","0","150","11.7","14.7"
"Schley","2021-01-07","2","1827","1","151","15.7","18.3"
"Schley","2021-01-08","2","1829","0","151","15","17.6"
"Schley","2021-01-09","8","1837","0","151","11.8","10.5"
"Schley","2021-01-10","2","1839","1","152","18.9","13"
"Schley","2021-01-11","5","1844","0","152","16.1","13"
"Schley","2021-01-12","6","1850","1","153","16.7","14.2"
"Schley","2021-01-13","3","1853","0","153","16.7","14.2"
"Schley","2021-01-14","25","1878","4","157","11.8","13.8"
"Schley","2021-01-15","6","1884","1","158","14.2","14.6"
"Schley","2021-01-16","4","1888","2","160","21.3","16.6"
"Schley","2021-01-17","9","1897","3","163","19","18.9"
"Schley","2021-01-18","10","1907","1","164","20.4","18.2"
"Schley","2021-01-19","7","1914","1","165","20","18.4"
"Schley","2021-01-20","3","1917","0","165","20","18.4"
